dataset_label,item_id,importance_rank,difficulty_label,curriculum_scope,domain,unit,subunit,item,reading,aliases,prerequisite_ids,time_sensitivity,reference_date,legal_basis,card_id,card_type,focus,question,answer,accepted_answers,explanation,confusable_with,distinction,formula,answer_unit,memory_aid,source_name,source_url,reading_map
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000123,123,Deck 1・骨格,政治・経済,政治,統治機構,国会・内閣,本会議,ほんかいぎ,なし,なし,stable,該当なし,国会法・各議院規則,PE-000123-C01,identify,議院の全議員で構成され、議院としての最終的な意思を決める会議。,次の説明に当てはまる用語は何か。議院の全議員で構成され、議院としての最終的な意思を決める会議。,本会議,本会議,議院の全議員で構成され、議院としての最終的な意思を決める会議。,なし,なし,なし,なし,なし,e-Gov法令検索「国会法」,https://elaws.e-gov.go.jp/document?lawid=322AC1000000079,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000124,124,Deck 1・骨格,政治・経済,政治,統治機構,国会・内閣,法律案の議決,ほうりつあんのぎけつ,なし,なし,stable,該当なし,日本国憲法第59条,PE-000124-C01,identify,原則として衆議院・参議院の両方で可決して法律を成立させる国会の権能。,次の説明に当てはまる用語は何か。原則として衆議院・参議院の両方で可決して法律を成立させる国会の権能。,法律案の議決,法律案の議決,原則として衆議院・参議院の両方で可決して法律を成立させる国会の権能。,なし,なし,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000125,125,Deck 1・骨格,政治・経済,政治,統治機構,国会・内閣,予算の議決,よさんのぎけつ,なし,なし,stable,該当なし,日本国憲法第60条,PE-000125-C01,identify,内閣が作成・提出した予算を国会が審議し決定する権能。,次の説明に当てはまる用語は何か。内閣が作成・提出した予算を国会が審議し決定する権能。,予算の議決,予算の議決,内閣が作成・提出した予算を国会が審議し決定する権能。,なし,なし,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000126,126,Deck 1・骨格,政治・経済,政治,統治機構,国会・内閣,条約の承認,じょうやくのしょうにん,なし,なし,stable,該当なし,日本国憲法第61条・第73条第3号,PE-000126-C01,identify,内閣が締結する条約について、国会が事前または事後に承認する権能。,次の説明に当てはまる用語は何か。内閣が締結する条約について、国会が事前または事後に承認する権能。,条約の承認,条約の承認,内閣が締結する条約について、国会が事前または事後に承認する権能。,なし,なし,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000127,127,Deck 1・骨格,政治・経済,政治,統治機構,国会・内閣,国政調査権,こくせいちょうさけん,なし,なし,stable,該当なし,日本国憲法第62条,PE-000127-C01,identify,各議院が国政を調査し、証人の出頭・証言や記録の提出を求める権限。,次の説明に当てはまる用語は何か。各議院が国政を調査し、証人の出頭・証言や記録の提出を求める権限。,国政調査権,国政調査権,各議院が国政を調査し、証人の出頭・証言や記録の提出を求める権限。,なし,なし,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000128,128,Deck 1・骨格,政治・経済,政治,統治機構,国会・内閣,議員の不逮捕特権,ぎいんのふたいほとっけん,なし,なし,stable,該当なし,日本国憲法第50条,PE-000128-C01,identify,国会議員が原則として会期中逮捕されず、会期前の逮捕も議院の要求で釈放される特権。,次の説明に当てはまる用語は何か。国会議員が原則として会期中逮捕されず、会期前の逮捕も議院の要求で釈放される特権。,議員の不逮捕特権,議員の不逮捕特権,国会議員が原則として会期中逮捕されず、会期前の逮捕も議院の要求で釈放される特権。,なし,なし,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,逮捕=たいほ
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000129,129,Deck 1・骨格,政治・経済,政治,統治機構,国会・内閣,議員の免責特権,ぎいんのめんせきとっけん,なし,なし,stable,該当なし,日本国憲法第51条,PE-000129-C01,identify,国会議員が議院で行った演説・討論・表決について院外で責任を問われない特権。,次の説明に当てはまる用語は何か。国会議員が議院で行った演説・討論・表決について院外で責任を問われない特権。,議員の免責特権,議員の免責特権,国会議員が議院で行った演説・討論・表決について院外で責任を問われない特権。,なし,なし,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,免責=めんせき
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000130,130,Deck 1・骨格,政治・経済,政治,統治機構,国会・内閣,衆議院の優越,しゅうぎいんのゆうえつ,なし,PE-000114｜PE-000115,stable,該当なし,日本国憲法第59条～第61条・第67条第2項,PE-000130-C01,identify,予算・条約・内閣総理大臣指名や一定の法律案で、衆議院の意思を参議院より優先する仕組み。,次の説明に当てはまる用語は何か。予算・条約・内閣総理大臣指名や一定の法律案で、衆議院の意思を参議院より優先する仕組み。,衆議院の優越,衆議院の優越,予算・条約・内閣総理大臣指名や一定の法律案で、衆議院の意思を参議院より優先する仕組み。,なし,なし,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000131,131,Deck 1・骨格,政治・経済,政治,統治機構,国会・内閣,両院協議会,りょういんきょうぎかい,なし,なし,stable,該当なし,日本国憲法第59条第3項・第60条第2項・第61条・第67条第2項,PE-000131-C01,identify,衆議院と参議院の議決が異なる場合に、両院の代表者が協議する機関。,次の説明に当てはまる用語は何か。衆議院と参議院の議決が異なる場合に、両院の代表者が協議する機関。,両院協議会,両院協議会,衆議院と参議院の議決が異なる場合に、両院の代表者が協議する機関。,なし,なし,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000132,132,Deck 1・骨格,政治・経済,政治,統治機構,国会・内閣,内閣総理大臣の指名,ないかくそうりだいじんのしめい,なし,なし,stable,該当なし,日本国憲法第67条,PE-000132-C01,identify,国会が国会議員の中から内閣総理大臣となる者を選ぶこと。,次の説明に当てはまる用語は何か。国会が国会議員の中から内閣総理大臣となる者を選ぶこと。,内閣総理大臣の指名,内閣総理大臣の指名,国会が国会議員の中から内閣総理大臣となる者を選ぶこと。,なし,なし,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000133,133,Deck 1・骨格,政治・経済,政治,統治機構,国会・内閣,内閣,ないかく,なし,なし,stable,該当なし,日本国憲法第65条・第66条,PE-000133-C01,identify,行政権を担い、内閣総理大臣とその他の国務大臣で構成される合議体。,次の説明に当てはまる用語は何か。行政権を担い、内閣総理大臣とその他の国務大臣で構成される合議体。,内閣,内閣,行政権を担い、内閣総理大臣とその他の国務大臣で構成される合議体。,なし,なし,なし,なし,なし,首相官邸「内閣制度」,https://www.kantei.go.jp/jp/seido/seido_2.html,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000134,134,Deck 1・骨格,政治・経済,政治,統治機構,国会・内閣,議院内閣制,ぎいんないかくせい,なし,PE-000112｜PE-000133,stable,該当なし,日本国憲法第66条第3項・第69条,PE-000134-C01,identify,内閣が国会の信任に基づいて成立し、国会に対して連帯して責任を負う制度。,次の説明に当てはまる用語は何か。内閣が国会の信任に基づいて成立し、国会に対して連帯して責任を負う制度。,議院内閣制,議院内閣制,内閣が国会の信任に基づいて成立し、国会に対して連帯して責任を負う制度。,なし,なし,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000135,135,Deck 1・骨格,政治・経済,政治,統治機構,国会・内閣,内閣の連帯責任,ないかくのれんたいせきにん,なし,なし,stable,該当なし,日本国憲法第66条第3項,PE-000135-C01,identify,内閣が行政権の行使について、国会に対し一体として責任を負うこと。,次の説明に当てはまる用語は何か。内閣が行政権の行使について、国会に対し一体として責任を負うこと。,内閣の連帯責任,内閣の連帯責任,内閣が行政権の行使について、国会に対し一体として責任を負うこと。,なし,なし,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000136,136,Deck 1・骨格,政治・経済,政治,統治機構,国会・内閣,内閣総理大臣,ないかくそうりだいじん,なし,なし,stable,該当なし,日本国憲法第66条・第68条・第72条,PE-000136-C01,identify,内閣の首長として国務大臣を任免し、内閣を代表する役職。,次の説明に当てはまる用語は何か。内閣の首長として国務大臣を任免し、内閣を代表する役職。,内閣総理大臣,内閣総理大臣,内閣の首長として国務大臣を任免し、内閣を代表する役職。,なし,なし,なし,なし,なし,首相官邸「内閣制度」,https://www.kantei.go.jp/jp/seido/seido_2.html,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000137,137,Deck 1・骨格,政治・経済,政治,統治機構,国会・内閣,国務大臣,こくむだいじん,なし,なし,stable,該当なし,日本国憲法第66条・第68条,PE-000137-C01,identify,内閣総理大臣に任命され内閣を構成する者で、過半数は国会議員でなければならない。,次の説明に当てはまる用語は何か。内閣総理大臣に任命され内閣を構成する者で、過半数は国会議員でなければならない。,国務大臣,国務大臣,内閣総理大臣に任命され内閣を構成する者で、過半数は国会議員でなければならない。,なし,なし,なし,なし,なし,首相官邸「内閣制度」,https://www.kantei.go.jp/jp/seido/seido_2.html,なし
